2015-09-01 18:25:39.369 DEBUG org.droidmate.exploration.ApiLogsReader  getAndClearCurrentApiLogsFromMonitorTcpServer(deviceTimeDiff)
2015-09-01 18:25:39.369 DEBUG org.droidmate.device.AndroidDevice       readAndClearMonitorTcpMessages()
2015-09-01 18:25:39.385 DEBUG org.droidmate.exploration.ApiLogsReader  apiLogs# 0
2015-09-01 18:25:39.389 DEBUG org.droidmate.device.AndroidDevice       perform(ClickGuiAction{399 592 long: false})
2015-09-01 18:25:41.244 DEBUG org.droidmate.exploration.ApiLogsReader  getAndClearCurrentApiLogsFromMonitorTcpServer(deviceTimeDiff)
2015-09-01 18:25:41.244 DEBUG org.droidmate.device.AndroidDevice       readAndClearMonitorTcpMessages()
2015-09-01 18:25:41.263 DEBUG org.droidmate.exploration.ApiLogsReader  apiLogs# 0
2015-09-01 18:25:41.264 DEBUG org.droidmate.device.AndroidDevice       getGuiSnapshot()
2015-09-01 18:25:41.328 DEBUG org.droidmate.device.AndroidDevice       readLogcatMessages(tag: org.droidmate.uiad)
2015-09-01 18:25:41.377 DEBUG org.droidmate.device.AndroidDevice       clearLogcat()
2015-09-01 18:25:41.416 DEBUG o.d.exploration.ExplorationStrategy      decide(ExplorationActionRunResult{successful=true, snapshot=UiautomatorWindowDump{at.markushi.expensemanager. Widgets# 31}, DeviceLogs{apiLogs#=0, containsMonitorInitMsgs=false}, exception=MissingDeviceException})
2015-09-01 18:25:41.420 INFO  o.d.exploration.ExplorationStrategy        0m 23s /   1m  0s i:   12 <ExplAct LC? 0 Wdgt:Button/"9"/"at.markushi.expensemanager:id/digit_9"/[642,657]>
2015-09-01 18:25:41.421 DEBUG org.droidmate.device.AndroidDevice       readLogcatMessages(tag: Monitor_init)
2015-09-01 18:25:41.452 DEBUG org.droidmate.device.AndroidDevice       readLogcatMessages(tag: Instrumentation)
2015-09-01 18:25:41.498 DEBUG org.droidmate.exploration.ApiLogsReader  getAndClearCurrentApiLogsFromMonitorTcpServer(deviceTimeDiff)
